Country or Area,Year,Commodity,Flow,Trade (USD),Weight (kg),Quantity Name,Quantity
Georgia,2011,"Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, live, fresh or chilled",Import,264,10,Weight in kilograms,10
Georgia,2011,"Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,7853,335,Weight in kilograms,335
Georgia,2011,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, live, fresh or chilled",Import,397,42,Weight in kilograms,42
Georgia,2011,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Export,127,22,Weight in kilograms,22
Georgia,2011,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,32786,5547,Weight in kilograms,5547
Georgia,2011,"Molluscs; cuttle fish and squid, whether in shell or not, live, fresh or chilled",Import,428,28,Weight in kilograms,28
Georgia,2011,"Molluscs; cuttle fish and squid, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,80058,12209,Weight in kilograms,12209
Georgia,2011,"Molluscs; octopus (Octopus spp.), live, fresh or chilled",Import,8446,568,Weight in kilograms,568
Georgia,2011,"Molluscs; octopus (Octopus spp.), dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,9397,1465,Weight in kilograms,1465
Georgia,2011,"Molluscs; snails, other than sea snails, whether in shell or not, live, fresh, chilled, frozen, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,2072,55,Weight in kilograms,55
Georgia,2011,"Molluscs; n.e.c. in heading 0307, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,8704,1309,Weight in kilograms,1309
Georgia,2010,"Fish; live, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",Import,10709,690,Weight in kilograms,690
Georgia,2010,"Fish; live, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",Export,27210,11200,Weight in kilograms,11200
Georgia,2010,"Fish; live, carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)",Export,8989,3030,Weight in kilograms,3030
Georgia,2010,"Fish; live, n.e.c. in heading 0301",Import,70025,10750,Weight in kilograms,10750
Georgia,2010,"Fish; live, n.e.c. in heading 0301",Export,40585,14420,Weight in kilograms,14420
Georgia,2010,"Fish; frozen, plaice (Pleuronectes platessa), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,18962,6580,Weight in kilograms,6580
Georgia,2010,"Fish; frozen, flat fish, n.e.c. in item no. 0303.3, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,319615,136101,Weight in kilograms,136101
Georgia,2010,"Fish; frozen, yellowfin tunas (Thunnus albacares), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,14000,4000,Weight in kilograms,4000
Georgia,2010,"Fish; frozen, southern bluefin tunas (Thunnus maccoyii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,1389,152,Weight in kilograms,152
Georgia,2010,"Fish; frozen, tuna, n.e.c. in item no. 0303.4, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Export,75,20,Weight in kilograms,20
Georgia,2010,"Fish; frozen, herrings (Clupea harengus, Clupea pallasii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,834370,798992,Weight in kilograms,798992
Georgia,2010,"Fish; frozen, herrings (Clupea harengus, Clupea pallasii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Re-Export,112750,93000,Weight in kilograms,93000
Georgia,2010,"Fish; frozen, herrings (Clupea harengus, Clupea pallasii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Export,116590,96200,Weight in kilograms,96200
Georgia,2010,"Fish meat, excluding fillets, whether or not minced; frozen, toothfish (Dissostichus spp.)",Import,168,10,Weight in kilograms,10
Georgia,2010,"Fish meat, excluding fillets, whether or not minced; frozen, n.e.c. in item no. 0304.9",Import,192560,103141,Weight in kilograms,103141
Georgia,2010,"Fish meat, excluding fillets, whether or not minced; frozen, n.e.c. in item no. 0304.9",Re-Export,4800,1000,Weight in kilograms,1000
Georgia,2010,"Fish meat, excluding fillets, whether or not minced; frozen, n.e.c. in item no. 0304.9",Export,8026,1535,Weight in kilograms,1535
Georgia,2010,"Fish; flours, meals and pellets, fit for human consumption",Import,140320,140320,Weight in kilograms,140320
Georgia,2010,"Fish; flours, meals and pellets, fit for human consumption",Export,179062,179062,Weight in kilograms,179062
Georgia,2010,"Fish; smoked, whether or not cooked before or during smoking, salmon, Pacific (Oncorhynchus nerka, gorbuscha, keta, tschawytscha, kisutch, masou, rhodurus), Atlantic (Salmo salar) and Danube (Hucho hucho), includes fillets, but excludes edible fish offal",Import,71353,3624,Weight in kilograms,3624
Georgia,2010,"Fish; smoked, whether or not cooked before or during smoking, herrings (Clupea harengus, Clupea pallasii), includes fillets, but excludes edible fish offal",Import,45,10,Weight in kilograms,10
Georgia,2010,"Fish; smoked, whether or not cooked before or during smoking, n.e.c. in item no. 0305.4, includes fillets, but excludes edible fish offal",Import,3857,462,Weight in kilograms,462
Georgia,2010,"Fish; smoked, whether or not cooked before or during smoking, n.e.c. in item no. 0305.4, includes fillets, but excludes edible fish offal",Export,8442,8400,Weight in kilograms,8400
Georgia,2010,"Fish; dried, whether or not salted but not smoked, other than edible fish offal, n.e.c. in item no. 0305.5",Import,575303,259709,Weight in kilograms,259709
Georgia,2010,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, anchovies (Engrails spp.)",Import,4546,1802,Weight in kilograms,1802
Georgia,2010,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, anchovies (Engrails spp.)",Export,40584,52640,Weight in kilograms,52640
Georgia,2010,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, n.e.c. in item no. 0305.6",Import,1460,384,Weight in kilograms,384
Georgia,2010,"Crustaceans; frozen, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Import,2069,55,Weight in kilograms,55
Georgia,2010,"Crustaceans; frozen, lobsters (Homarus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Import,1798,34,Weight in kilograms,34
Georgia,2010,"Crustaceans; frozen, crabs, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Import,6701,275,Weight in kilograms,275
Georgia,2010,"Crustaceans; frozen, n.e.c. in item no. 0306.1, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Import,28,5,Weight in kilograms,5
Georgia,2010,"Shrimps & prawns, whether/not in shell, other than frozen",Import,1206,80,Weight in kilograms,80
Georgia,2010,"Crustaceans; not frozen, crabs, whether in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flours, meals, and pellets",Import,1417,40,Weight in kilograms,40
Georgia,2010,"Crustaceans; not frozen, n.e.c. in item no. 0306.2, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; including edible flours, meals, and pellets of crustaceans",Import,4400,2000,Weight in kilograms,2000
Georgia,2010,"Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, live, fresh or chilled",Import,376,11,Weight in kilograms,11
Georgia,2010,"Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,3594,223,Weight in kilograms,223
Georgia,2010,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, live, fresh or chilled",Import,317,20,Weight in kilograms,20
Georgia,2010,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,15442,2602,Weight in kilograms,2602
Georgia,2010,"Molluscs; cuttle fish and squid, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,46095,11880,Weight in kilograms,11880
Georgia,2010,"Molluscs; octopus (Octopus spp.), dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,10439,1616,Weight in kilograms,1616
Georgia,2010,"Molluscs; snails, other than sea snails, whether in shell or not, live, fresh, chilled, frozen, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,1186,30,Weight in kilograms,30
Georgia,2010,"Molluscs; n.e.c. in heading 0307, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,1703,330,Weight in kilograms,330
Georgia,2009,"Fish; live, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",Import,14869,1380,Weight in kilograms,1380
Georgia,2009,"Fish; live, n.e.c. in heading 0301",Import,42255,13230,Weight in kilograms,13230
Georgia,2009,"Fish; live, n.e.c. in heading 0301",Export,16457,6800,Weight in kilograms,6800
Georgia,2009,"Fish; fresh or chilled, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster), excluding fillets, fish meat of 0304, and edible fish offal of 0302.9",Import,1230,400,Weight in kilograms,400
Georgia,2009,"Fish; fresh or chilled, tuna, n.e.c. in item no. 0302.3, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",Import,541,11,Weight in kilograms,11
Georgia,2009,"Fish; frozen, Pacific salmon, sockeye salmon (red salmon) (Oncorhynchus nerka), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,19448,8783,Weight in kilograms,8783
Georgia,2009,"Fish; frozen, salmonidae, n.e.c. in item no. 0303.1, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,455465,208640,Weight in kilograms,208640
Georgia,2009,"Fish; frozen, flat fish, n.e.c. in item no. 0303.3, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,249607,140875,Weight in kilograms,140875
Georgia,2009,"Fish; frozen, flat fish, n.e.c. in item no. 0303.3, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Re-Export,1415,490,Weight in kilograms,490
Georgia,2009,"Fish; frozen, flat fish, n.e.c. in item no. 0303.3, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Export,1415,490,Weight in kilograms,490
Georgia,2009,"Fish; frozen, Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,1673,30,Weight in kilograms,30
Georgia,2009,"Fish; frozen, tuna, n.e.c. in item no. 0303.4, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,2827,68,Weight in kilograms,68
Georgia,2009,"Fish; frozen, herrings (Clupea harengus, Clupea pallasii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,880005,875910,Weight in kilograms,875910
Georgia,2009,"Fish; frozen, herrings (Clupea harengus, Clupea pallasii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Export,1679,1000,Weight in kilograms,1000
Georgia,2009,"Fish meat, excluding fillets, whether or not minced; frozen, n.e.c. in item no. 0304.9",Import,283625,160500,Weight in kilograms,160500
Georgia,2009,"Fish; flours, meals and pellets, fit for human consumption",Export,331080,337147,Weight in kilograms,337147
Georgia,2009,"Fish; livers, roes and milt of fish, dried, smoked, salted or in brine",Import,27360,720,Weight in kilograms,720
Georgia,2009,"Fish; smoked, whether or not cooked before or during smoking, salmon, Pacific (Oncorhynchus nerka, gorbuscha, keta, tschawytscha, kisutch, masou, rhodurus), Atlantic (Salmo salar) and Danube (Hucho hucho), includes fillets, but excludes edible fish offal",Import,107065,8060,Weight in kilograms,8060
Georgia,2009,"Fish; smoked, whether or not cooked before or during smoking, herrings (Clupea harengus, Clupea pallasii), includes fillets, but excludes edible fish offal",Import,49,10,Weight in kilograms,10
Georgia,2009,"Fish; smoked, whether or not cooked before or during smoking, n.e.c. in item no. 0305.4, includes fillets, but excludes edible fish offal",Import,18489,1273,Weight in kilograms,1273
Georgia,2009,"Fish; smoked, whether or not cooked before or during smoking, n.e.c. in item no. 0305.4, includes fillets, but excludes edible fish offal",Export,5232,6346,Weight in kilograms,6346
Georgia,2009,"Fish; dried, whether or not salted but not smoked, other than edible fish offal, n.e.c. in item no. 0305.5",Import,576390,282251,Weight in kilograms,282251
Georgia,2009,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, anchovies (Engrails spp.)",Import,5075,1246,Weight in kilograms,1246
Georgia,2009,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, n.e.c. in item no. 0305.6",Export,161,670,Weight in kilograms,670
Georgia,2009,"Crustaceans; frozen, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Import,3751,86,Weight in kilograms,86
Georgia,2009,"Crustaceans; frozen, lobsters (Homarus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Import,678,31,Weight in kilograms,31
Georgia,2009,"Crustaceans; frozen, crabs, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Import,3658,165,Weight in kilograms,165
Georgia,2009,"Crustaceans; frozen, n.e.c. in item no. 0306.1, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Import,3023,255,Weight in kilograms,255
Georgia,2009,"Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, live, fresh or chilled",Import,1835,54,Weight in kilograms,54
Georgia,2009,"Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,3763,175,Weight in kilograms,175
Georgia,2009,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,14650,2217,Weight in kilograms,2217
Georgia,2009,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Export,233,20,Weight in kilograms,20
Georgia,2009,"Molluscs; cuttle fish and squid, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,22660,4286,Weight in kilograms,4286
Georgia,2009,"Molluscs; cuttle fish and squid, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Export,97,10,Weight in kilograms,10
Georgia,2009,"Molluscs; octopus (Octopus spp.), dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,5337,821,Weight in kilograms,821
Georgia,2009,"Molluscs; snails, other than sea snails, whether in shell or not, live, fresh, chilled, frozen, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,853,55,Weight in kilograms,55
Georgia,2009,"Molluscs; n.e.c. in heading 0307, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,656,136,Weight in kilograms,136
Georgia,2008,Live ornamental fish,Import,20946,366,Weight in kilograms,366
Georgia,2008,"Fish; live, n.e.c. in heading 0301",Import,39589,5860,Weight in kilograms,5860
Georgia,2008,"Fish; fresh or chilled, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster), excluding fillets, fish meat of 0304, and edible fish offal of 0302.9",Import,3367,500,Weight in kilograms,500
Georgia,2008,"Fish; fresh or chilled, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster), excluding fillets, fish meat of 0304, and edible fish offal of 0302.9",Export,15151,3500,Weight in kilograms,3500
Georgia,2008,"Fish; fresh or chilled, halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",Import,543,15,Weight in kilograms,15
Georgia,2008,"Fish; fresh or chilled, plaice (Pleuronectes platessa), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",Import,1955,54,Weight in kilograms,54
Georgia,2008,"Cod (Gadus morhua/ogac/macrocephalus), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",Import,455,22,Weight in kilograms,22
Georgia,2008,"Fish,n.e.s. in 03.02, fresh/chilled(excl. fillets/other fish meat of 03.04/livers & roes).",Import,15584,1923,Weight in kilograms,1923
Georgia,2008,"Fish,n.e.s. in 03.02, fresh/chilled(excl. fillets/other fish meat of 03.04/livers & roes).",Export,1148562,201060,Weight in kilograms,201060
Georgia,2008,"Fish; frozen, salmonidae, n.e.c. in item no. 0303.1, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,1653388,731187,Weight in kilograms,731187
Georgia,2008,"Fish; frozen, salmonidae, n.e.c. in item no. 0303.1, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Export,39990,15000,Weight in kilograms,15000
Georgia,2008,"Trout (Salmo trutta, Oncorhynchus mykiss/clarki/aguabonita/gilae/apache/chrysogaster), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Import,631186,241595,Weight in kilograms,241595
Georgia,2008,"Trout (Salmo trutta, Oncorhynchus mykiss/clarki/aguabonita/gilae/apache/chrysogaster), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Export,95250,32915,Weight in kilograms,32915
Georgia,2008,"Atlantic salmon (Salmo salar) & Danube salmon (Hucho hucho), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Import,1218727,406574,Weight in kilograms,406574
Georgia,2008,"Fish; frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,872701,434638,Weight in kilograms,434638
Georgia,2008,"Fish; frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Export,146332,29367,Weight in kilograms,29367
Georgia,2008,"Fish; frozen, plaice (Pleuronectes platessa), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,226359,68886,Weight in kilograms,68886
Georgia,2008,"Fish; frozen, sole (Solea spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,1419,312,Weight in kilograms,312
Georgia,2008,"Fish; frozen, flat fish, n.e.c. in item no. 0303.3, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,330160,182173,Weight in kilograms,182173
Georgia,2008,"Fish; frozen, flat fish, n.e.c. in item no. 0303.3, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Export,22422,11211,Weight in kilograms,11211
Georgia,2008,"Herrings (Clupea harengus/pallasii), frozen (excl. fillets/oth. fish meat o ...",Import,1268367,1237868,Weight in kilograms,1237868
Georgia,2008,"Herrings (Clupea harengus/pallasii), frozen (excl. fillets/oth. fish meat o ...",Export,104860,94800,Weight in kilograms,94800
Georgia,2008,"Cod (Gadus morhua/ogac/macrocephalus), frozen (excl. fillets/oth. fish meat ...",Import,19950,,No Quantity,
Georgia,2008,"Cod (Gadus morhua/ogac/macrocephalus), frozen (excl. fillets/oth. fish meat ...",Export,16697,5660,Weight in kilograms,5660
Georgia,2008,"Sardines (Sardina pilchardus, Sardinops spp.)/sardinella (Sardinella spp.)/brisling/sprats (Sprattus sprattus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Import,29848,50004,Weight in kilograms,50004
Georgia,2008,"Sardines (Sardina pilchardus, Sardinops spp.)/sardinella (Sardinella spp.)/brisling/sprats (Sprattus sprattus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Export,16005,20007,Weight in kilograms,20007
Georgia,2008,"Mackerel (Scomber scombrus/australasicus/japonicus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Import,8586155,6082171,Weight in kilograms,6082171
Georgia,2008,"Mackerel (Scomber scombrus/australasicus/japonicus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Export,916070,437764,Weight in kilograms,437764
Georgia,2008,"Dogfish & other sharks, frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Import,3270,1150,Weight in kilograms,1150
Georgia,2008,"Eels (Anguilla spp.), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Import,2774,108,Weight in kilograms,108
Georgia,2008,"Sea bass (Dicentrarchus labrax/punctatus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Import,1558,100,Weight in kilograms,100
Georgia,2008,"Hake (Merluccius spp., Urophycis spp.), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Import,1348726,684310,Weight in kilograms,684310
Georgia,2008,"Fish (excl. of 0303.71 - 0303.78),n.e.s., frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Import,10301268,7465678,Weight in kilograms,7465678
Georgia,2008,"Fish (excl. of 0303.71 - 0303.78),n.e.s., frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Export,931065,1159751,Weight in kilograms,1159751
Georgia,2008,"Fish livers & roes, frozen",Import,103238,4336,Weight in kilograms,4336
Georgia,2008,"Fish fillets & oth. fish meat, whether or not minced (excl. of 03.02), fres ...",Import,14540,3248,Weight in kilograms,3248
Georgia,2008,"Fish fillets & oth. fish meat, whether or not minced (excl. of 03.02), fres ...",Export,6495,2279,Weight in kilograms,2279
Georgia,2008,"Fish fillets, frozen",Import,1715594,877069,Weight in kilograms,877069
Georgia,2008,"Fish fillets, frozen",Export,666713,316186,Weight in kilograms,316186
Georgia,2008,"Fish meat other than fillets, frozen",Import,1002185,538107,Weight in kilograms,538107
Georgia,2008,"Fish meat other than fillets, frozen",Export,23660,10000,Weight in kilograms,10000
Georgia,2008,"Fish; flours, meals and pellets, fit for human consumption",Export,1782104,2141547,Weight in kilograms,2141547
Georgia,2008,"Fish; livers, roes and milt of fish, dried, smoked, salted or in brine",Import,30131,986,Weight in kilograms,986
Georgia,2008,"Fish; livers, roes and milt of fish, dried, smoked, salted or in brine",Export,960,24,Weight in kilograms,24
Georgia,2008,"Fish fillets, dried/salted/in brine but not smoked",Import,51838,3389,Weight in kilograms,3389
Georgia,2008,"Fish fillets, dried/salted/in brine but not smoked",Export,465,64,Weight in kilograms,64
Georgia,2008,"Fish; smoked, whether or not cooked before or during smoking, salmon, Pacific (Oncorhynchus nerka, gorbuscha, keta, tschawytscha, kisutch, masou, rhodurus), Atlantic (Salmo salar) and Danube (Hucho hucho), includes fillets, but excludes edible fish offal",Import,73725,4757,Weight in kilograms,4757
Georgia,2008,"Fish; smoked, whether or not cooked before or during smoking, herrings (Clupea harengus, Clupea pallasii), includes fillets, but excludes edible fish offal",Import,219,51,Weight in kilograms,51
Georgia,2008,"Fish; smoked, whether or not cooked before or during smoking, n.e.c. in item no. 0305.4, includes fillets, but excludes edible fish offal",Import,81308,10182,Weight in kilograms,10182
Georgia,2008,"Fish; smoked, whether or not cooked before or during smoking, n.e.c. in item no. 0305.4, includes fillets, but excludes edible fish offal",Export,5571,7811,Weight in kilograms,7811
Georgia,2008,"Fish; dried, whether or not salted but not smoked, other than edible fish offal, n.e.c. in item no. 0305.5",Import,931555,360892,Weight in kilograms,360892
Georgia,2008,"Fish; dried, whether or not salted but not smoked, other than edible fish offal, n.e.c. in item no. 0305.5",Export,71201,139002,Weight in kilograms,139002
Georgia,2008,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, herrings (Clupea harengas, Clupea pallasii)",Import,48071,30032,Weight in kilograms,30032
Georgia,2008,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, anchovies (Engrails spp.)",Export,3127,6950,Weight in kilograms,6950
Georgia,2008,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, n.e.c. in item no. 0305.6",Import,79978,50272,Weight in kilograms,50272
Georgia,2008,"Crustaceans; frozen, lobsters (Homarus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Import,4505,131,Weight in kilograms,131
Georgia,2008,"Shrimps & prawns, whether/not in shell, frozen",Import,224549,28766,Weight in kilograms,28766
Georgia,2008,"Crustaceans; frozen, crabs, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Import,7188,526,Weight in kilograms,526
Georgia,2008,"Crustaceans; frozen, n.e.c. in item no. 0306.1, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Import,1653,110,Weight in kilograms,110
Georgia,2008,"Crustaceans; not frozen, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or boiling in water; edible flours, meals, pellets",Import,350,12,Weight in kilograms,12
Georgia,2008,"Shrimps & prawns, whether/not in shell, other than frozen",Import,6986,814,Weight in kilograms,814
Georgia,2008,"Oysters, whether/not in shell, live/fresh/chilled/frozen/dried/salted/in brine",Import,1976,250,Weight in kilograms,250
Georgia,2008,"Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,10658,336,Weight in kilograms,336
Georgia,2008,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,12370,1612,Weight in kilograms,1612
Georgia,2008,"Molluscs; cuttle fish and squid, whether in shell or not, live, fresh or chilled",Import,81,12,Weight in kilograms,12
Georgia,2008,"Molluscs; cuttle fish and squid, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,22627,4627,Weight in kilograms,4627
Georgia,2008,"Molluscs; octopus (Octopus spp.), dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,7289,826,Weight in kilograms,826
Georgia,2008,"Molluscs; snails, other than sea snails, whether in shell or not, live, fresh, chilled, frozen, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,4232,277,Weight in kilograms,277
Georgia,2008,"Molluscs; snails, other than sea snails, whether in shell or not, live, fresh, chilled, frozen, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Export,68306,53516,Weight in kilograms,53516
Georgia,2008,"Molluscs; n.e.c. in heading 0307, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,14197,2359,Weight in kilograms,2359
Georgia,2007,"Fish; live, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",Export,1382,350,Weight in kilograms,350
Georgia,2007,"Fish; live, n.e.c. in heading 0301",Import,24944,8525,Weight in kilograms,8525
