Country or Area,Year,Commodity,Flow,Trade (USD),Weight (kg),Quantity Name,Quantity
China,2016,"Fish; frozen, flat fish, n.e.c. in item no. 0303.3, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Export,70227459,31970390.44,Weight in kilograms,31970390.44
China,2016,"Fish; frozen, flat fish, n.e.c. in item no. 0303.3, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,205610272,83697164.61,Weight in kilograms,83697164.61
China,2016,"Fish; frozen, albacore or longfinned tunas (Thunnus alalunga), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Export,43508793,15648492.18,Weight in kilograms,15648492.18
China,2016,"Fish; frozen, albacore or longfinned tunas (Thunnus alalunga), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,8968485,2820667.629,Weight in kilograms,2820667.629
China,2016,"Fish; frozen, yellowfin tunas (Thunnus albacares), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Export,130341425,67271376.43,Weight in kilograms,67271376.43
China,2016,"Fish; frozen, yellowfin tunas (Thunnus albacares), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,29207552,13215010.65,Weight in kilograms,13215010.65
China,2016,"Fish; frozen, skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Export,153765004,121135265.4,Weight in kilograms,121135265.4
China,2016,"Fish; frozen, skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,89032594,61638804.66,Weight in kilograms,61638804.66
China,2016,"Fish; frozen, bigeye tunas (Thunnus obesus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Export,111705169,74898321.29,Weight in kilograms,74898321.29
China,2016,"Fish; frozen, bigeye tunas (Thunnus obesus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,1386266,,Weight in kilograms,721441.505
China,2016,"Fish; frozen, Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Export,1147921,126146.63,Weight in kilograms,126146.63
China,2016,"Fish; frozen, Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,606982,37901.543,Weight in kilograms,37901.543
China,2016,"Fish; frozen, southern bluefin tunas (Thunnus maccoyii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,6074,,Weight in kilograms,683.991
China,2016,"Fish; frozen, tuna, n.e.c. in item no. 0303.4, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Export,17103273,7256272.975,Weight in kilograms,7256272.975
China,2016,"Fish; frozen, tuna, n.e.c. in item no. 0303.4, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,234827,,Weight in kilograms,77741.255
China,2016,"Fish; frozen, herrings (Clupea harengus, Clupea pallasii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Export,20636052,20658272.72,Weight in kilograms,20658272.72
China,2016,"Fish; frozen, herrings (Clupea harengus, Clupea pallasii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,64553101,56325633.12,Weight in kilograms,56325633.12
China,2016,"Fish; frozen, sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Export,108277344,,Weight in kilograms,203262392.2
China,2016,"Fish; frozen, sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,8117625,,Weight in kilograms,12080853.3
China,2016,"Fish; frozen, mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Export,462262059,,Weight in kilograms,607294830.1
China,2016,"Fish; frozen, mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,137074525,176321386,Weight in kilograms,176321386
China,2016,"Fish; frozen, jack and horse mackerel (Trachurus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Export,23180262,20759754.02,Weight in kilograms,20759754.02
China,2016,"Fish; frozen, jack and horse mackerel (Trachurus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,18579830,12342440.33,Weight in kilograms,12342440.33
China,2016,"Fish; frozen, cobia (Rachycentron canadum), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Export,362520,,Weight in kilograms,264033.011
China,2016,"Fish; frozen, cobia (Rachycentron canadum), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,6042,,Weight in kilograms,3572.981
China,2016,"Fish; frozen, swordfish (Xiphias gladius), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Export,19457346,,Weight in kilograms,5532804.347
China,2016,"Fish; frozen, swordfish (Xiphias gladius), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,2709177,,Weight in kilograms,339675.882
China,2016,"Fish; frozen, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Export,1708937,,Weight in kilograms,499692.61
China,2016,"Fish; frozen, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,567502345,,Weight in kilograms,87262507.04
China,2016,"Fish; frozen, haddock (Melanogrammus aeglefinus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,100486622,,Weight in kilograms,39801190.66
China,2016,"Fish; frozen, coalfish (Pollachius virens), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,20300081,,Weight in kilograms,5137471.029
China,2016,"Fish; frozen, hake (Merluccius spp., Urophycis spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Export,6125267,,Weight in kilograms,3545601.383
China,2016,"Fish; frozen, hake (Merluccius spp., Urophycis spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,28596410,,Weight in kilograms,12316458.97
China,2016,"Fish; frozen, Alaska pollock (Theragra chalcogramma), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Export,29770127,24576162.83,Weight in kilograms,24576162.83
China,2016,"Fish; frozen, Alaska pollock (Theragra chalcogramma), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,654252566,453226141.7,Weight in kilograms,453226141.7
China,2016,"Fish; frozen, blue whitings (Micromesistius poutassou, Micromesistius australis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Export,175409,297218.191,Weight in kilograms,297218.191
China,2016,"Fish; frozen, blue whitings (Micromesistius poutassou, Micromesistius australis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,32823237,27104915.01,Weight in kilograms,27104915.01
China,2016,"Fish; frozen, of Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae, Muraenolepididae, other than cod, haddock, coalfish, hake, Alaska pollack, blue whitings, not fillets, meat of 0304, and edible offal of 0303.9",Export,2747796,1643487.199,Weight in kilograms,1643487.199
China,2016,"Fish; frozen, of Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae, Muraenolepididae, other than cod, haddock, coalfish, hake, Alaska pollack, blue whitings, not fillets, meat of 0304, and edible offal of 0303.9",Import,50516777,28686415.11,Weight in kilograms,28686415.11
China,2016,"Fish; frozen, dogfish and other sharks, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Export,8036937,,Weight in kilograms,377169.594
China,2016,"Fish; frozen, dogfish and other sharks, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,7958804,,Weight in kilograms,6486640.693
China,2016,"Fish; frozen, rays and skates (Rajidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Export,996904,355643.09,Weight in kilograms,355643.09
China,2016,"Fish; frozen, rays and skates (Rajidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,748438,229113.675,Weight in kilograms,229113.675
China,2016,"Fish; frozen, toothfish (Dissostichus spp.), excluding fillets, livers, roes, and edible fish offal of subheadings 0303.91 to 0303.99",Export,1484906,,Weight in kilograms,46434.763
China,2016,"Fish; frozen, toothfish (Dissostichus spp.), excluding fillets, livers, roes, and edible fish offal of subheadings 0303.91 to 0303.99",Import,13789889,,Weight in kilograms,2867948.621
China,2016,"Fish; frozen, seabass (Dicentrarchus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Export,2547562,,Weight in kilograms,389962.422
China,2016,"Fish; frozen, seabass (Dicentrarchus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,147330,,Weight in kilograms,22989.968
China,2016,"Fish; frozen, n.e.c. in heading 0303, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Export,1168591069,521533355.8,Weight in kilograms,521533355.8
China,2016,"Fish; frozen, n.e.c. in heading 0303, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,482136852,179653786.3,Weight in kilograms,179653786.3
China,2016,"Fish; frozen, livers and roes",Export,25785284,,Weight in kilograms,1210422.935
China,2016,"Fish; frozen, livers and roes",Import,57458406,,Weight in kilograms,15152001.95
China,2016,"Fish fillets; fresh or chilled, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",Export,4215,,Weight in kilograms,665.988
China,2016,"Fish fillets; fresh or chilled, carp (as specified by the WCO), eels (Anguilla spp.), and snakeheads (Channa spp.)",Export,4606046,584810.408,Weight in kilograms,584810.408
China,2016,"Fish fillets; fresh or chilled, salmon, Pacific (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic (Salmo salar), Danube (Hucho hucho)",Import,56898,4733.05,Weight in kilograms,4733.05
China,2016,"Fish fillets; fresh or chilled, other than fish of heading 0304.4",Export,123,10.402,Weight in kilograms,10.402
China,2016,"Fish fillets; fresh or chilled, other than fish of heading 0304.4",Import,132233,11236.213,Weight in kilograms,11236.213
China,2016,"Fish meat, excluding fillets, whether or not minced; fresh or chilled, tilapias, catfish, carp, eels, Nile perch, and snakeheads",Export,30418347,3411339.211,Weight in kilograms,3411339.211
China,2016,"Fish meat, excluding fillets, whether or not minced; fresh or chilled, tilapias, catfish, carp, eels, Nile perch, and snakeheads",Import,7440,1473.836,Weight in kilograms,1473.836
China,2016,"Fish meat; excluding fillets, whether or not minced; fresh or chilled, of fish n.e.c. in item no. 0304.5",Export,476710,45264.151,Weight in kilograms,45264.151
China,2016,"Fish meat; excluding fillets, whether or not minced; fresh or chilled, of fish n.e.c. in item no. 0304.5",Import,79931,8204.495,Weight in kilograms,8204.495
China,2016,"Fish fillets; frozen, tilapias (Oreochromis spp.)",Export,509652753,99058839.5,Weight in kilograms,99058839.5
China,2016,"Fish fillets; frozen, tilapias (Oreochromis spp.)",Import,117514,34709.404,Weight in kilograms,34709.404
China,2016,"Fish fillets; frozen, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",Export,43258132,15438966.69,Weight in kilograms,15438966.69
China,2016,"Fish fillets; frozen, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",Import,52271941,26550947.14,Weight in kilograms,26550947.14
China,2016,"Fish fillets; frozen, Nile Perch (Lates niloticus)",Export,4082226,,Weight in kilograms,778703.636
China,2016,"Fish fillets; frozen, Nile Perch (Lates niloticus)",Import,1074850,216811.471,Weight in kilograms,216811.471
China,2016,"Fish fillets; frozen, carp (Cyprinus/Carassius/Ctenopharyngodon idellus/Hypophthalmichthys/Cirrhinus/Mylopharyngodon piceus/Catla catla/Labeo/Osteochilus hasselti/Leptobarbus hoeveni/Megalobrama), eels (Anguilla) and snakeheads (Channa)",Export,46921468,,Weight in kilograms,8162258.159
China,2016,"Fish fillets; frozen, carp (Cyprinus/Carassius/Ctenopharyngodon idellus/Hypophthalmichthys/Cirrhinus/Mylopharyngodon piceus/Catla catla/Labeo/Osteochilus hasselti/Leptobarbus hoeveni/Megalobrama), eels (Anguilla) and snakeheads (Channa)",Import,765887,217930.947,Weight in kilograms,217930.947
China,2016,"Fish fillets; frozen, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",Export,675800051,108463190.6,Weight in kilograms,108463190.6
China,2016,"Fish fillets; frozen, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",Import,2593564,432007.626,Weight in kilograms,432007.626
China,2016,"Fish fillets; frozen, haddock (Melanogrammus aeglefinus)",Export,128151119,22446431.23,Weight in kilograms,22446431.23
China,2016,"Fish fillets; frozen, haddock (Melanogrammus aeglefinus)",Import,357724,64953.723,Weight in kilograms,64953.723
China,2016,"Fish fillets; frozen, coalfish (Pollachius virens)",Export,32658083,7007507.586,Weight in kilograms,7007507.586
China,2016,"Fish fillets; frozen, coalfish (Pollachius virens)",Import,145800,32181.731,Weight in kilograms,32181.731
China,2016,"Fish fillets; frozen, hake (Merluccius spp., Urophycis spp.)",Export,30634171,8818866.598,Weight in kilograms,8818866.598
China,2016,"Fish fillets; frozen, hake (Merluccius spp., Urophycis spp.)",Import,544447,159194.991,Weight in kilograms,159194.991
China,2016,"Fish fillets; frozen, Alaska pollock (Theragra chalcogramma)",Export,653258867,198494050.9,Weight in kilograms,198494050.9
China,2016,"Fish fillets; frozen, Alaska pollock (Theragra chalcogramma)",Import,4646081,1652458.523,Weight in kilograms,1652458.523
China,2016,"Fish fillets; frozen, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae other than cod, haddock, coalfish, hake, and Alaska pollock",Export,58920955,13530449.07,Weight in kilograms,13530449.07
China,2016,"Fish fillets; frozen, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae other than cod, haddock, coalfish, hake, and Alaska pollock",Import,304262,78232.114,Weight in kilograms,78232.114
China,2016,"Fish fillets; frozen, salmon, Pacific (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou, Oncorhynchus rhodurus), Atlantic (Salmo salar), and Danube (Hucho hucho)",Export,502855462,48786333.01,Weight in kilograms,48786333.01
China,2016,"Fish fillets; frozen, salmon, Pacific (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou, Oncorhynchus rhodurus), Atlantic (Salmo salar), and Danube (Hucho hucho)",Import,5143862,561620.097,Weight in kilograms,561620.097
China,2016,"Fish fillets; frozen, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",Export,27248762,3170711.477,Weight in kilograms,3170711.477
China,2016,"Fish fillets; frozen, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",Import,42692,5258.48,Weight in kilograms,5258.48
China,2016,"Fish fillets; frozen, flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)",Export,353243689,53960318.54,Weight in kilograms,53960318.54
China,2016,"Fish fillets; frozen, flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)",Import,1928453,325491.198,Weight in kilograms,325491.198
China,2016,"Fish fillets; frozen, swordfish (Xiphias gladius)",Export,1138279,,Weight in kilograms,136105.542
China,2016,"Fish fillets; frozen, toothfish (Dissostichus spp.)",Export,78377,,Weight in kilograms,1728.997
China,2016,"Fish fillets; frozen, toothfish (Dissostichus spp.)",Import,49653,,Weight in kilograms,2009.223
China,2016,"Fish fillets; frozen, herrings (Clupea harengus, Clupea pallasii)",Export,1359962,638525.101,Weight in kilograms,638525.101
China,2016,"Fish fillets; frozen, herrings (Clupea harengus, Clupea pallasii)",Import,264712,125878.178,Weight in kilograms,125878.178
China,2016,"Fish fillets; frozen, tunas (of the genus Thunnus), skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis)",Export,111167983,11025335.37,Weight in kilograms,11025335.37
China,2016,"Fish fillets; frozen, tunas (of the genus Thunnus), skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis)",Import,2139071,221441.895,Weight in kilograms,221441.895
China,2016,"Fish fillets; frozen, of fish n.e.c. in heading 0304.8",Export,655217100,93728288.73,Weight in kilograms,93728288.73
China,2016,"Fish fillets; frozen, of fish n.e.c. in heading 0304.8",Import,6563058,1101304.653,Weight in kilograms,1101304.653
China,2016,"Fish meat, excluding fillets, whether or not minced; frozen, swordfish (Xiphias gladius)",Export,8606411,1067421.031,Weight in kilograms,1067421.031
China,2016,"Fish meat, excluding fillets, whether or not minced; frozen, swordfish (Xiphias gladius)",Import,126460,17025.085,Weight in kilograms,17025.085
China,2016,"Fish meat, excluding fillets, whether or not minced; frozen, toothfish (Dissostichus spp.)",Export,187572,,Weight in kilograms,16955.399
China,2016,"Fish meat, excluding fillets, whether or not minced; frozen, toothfish (Dissostichus spp.)",Import,486115,56118.305,Weight in kilograms,56118.305
China,2016,"Fish meat, excluding fillets, whether or not minced; frozen, tilapias, catfish, carp, eels, Nile perch, and snakeheads",Export,1088409,112564.277,Weight in kilograms,112564.277
China,2016,"Fish meat, excluding fillets, whether or not minced; frozen, tilapias, catfish, carp, eels, Nile perch, and snakeheads",Import,285703,119500.937,Weight in kilograms,119500.937
China,2016,"Fish meat, excluding fillets, whether or not minced; frozen, Alaska Pollock (Theragra chalcogramma)",Export,12353215,4888587.568,Weight in kilograms,4888587.568
China,2016,"Fish meat, excluding fillets, whether or not minced; frozen, Alaska Pollock (Theragra chalcogramma)",Import,7870423,3394086.326,Weight in kilograms,3394086.326
China,2016,"Fish meat, excluding fillets, whether or not minced; frozen, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than Alaska Pollock (Theragra chalcogramma)",Export,10592702,4244776.201,Weight in kilograms,4244776.201
China,2016,"Fish meat, excluding fillets, whether or not minced; frozen, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than Alaska Pollock (Theragra chalcogramma)",Import,8878118,3367456.959,Weight in kilograms,3367456.959
China,2016,"Fish meat, excluding fillets, whether or not minced; frozen, n.e.c. in item no. 0304.9",Export,335201114,97814239.23,Weight in kilograms,97814239.23
China,2016,"Fish meat, excluding fillets, whether or not minced; frozen, n.e.c. in item no. 0304.9",Import,56473535,17459098.55,Weight in kilograms,17459098.55
China,2016,"Fish; flours, meals and pellets, fit for human consumption",Export,17785354,,Weight in kilograms,3743249.016
China,2016,"Fish; flours, meals and pellets, fit for human consumption",Import,423755,45905.934,Weight in kilograms,45905.934
China,2016,"Fish; livers, roes and milt of fish, dried, smoked, salted or in brine",Export,69305418,,Weight in kilograms,8592905.284
China,2016,"Fish; livers, roes and milt of fish, dried, smoked, salted or in brine",Import,9151232,962660.902,Weight in kilograms,962660.902
China,2016,"Fish fillets; dried, salted or in brine, but not smoked, tilapias, catfish, carp, eels, Nile perch, and snakeheads",Export,5364720,,Weight in kilograms,1704600.725
China,2016,"Fish fillets; dried, salted or in brine, but not smoked, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",Export,139435991,23895354.34,Weight in kilograms,23895354.34
China,2016,"Fish fillets; dried, salted or in brine, but not smoked, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",Import,296300,48874.227,Weight in kilograms,48874.227
China,2016,"Fish fillets; dried, salted or in brine, but not smoked, n.e.c. in item no. 0305.3",Export,23761145,3138731.214,Weight in kilograms,3138731.214
China,2016,"Fish fillets; dried, salted or in brine, but not smoked, n.e.c. in item no. 0305.3",Import,70460,9946.617,Weight in kilograms,9946.617
China,2016,"Fish; smoked, whether or not cooked before or during smoking, salmon, Pacific (Oncorhynchus nerka, gorbuscha, keta, tschawytscha, kisutch, masou, rhodurus), Atlantic (Salmo salar) and Danube (Hucho hucho), includes fillets, but excludes edible fish offal",Export,4708354,283327.547,Weight in kilograms,283327.547
China,2016,"Fish; smoked, whether or not cooked before or during smoking, salmon, Pacific (Oncorhynchus nerka, gorbuscha, keta, tschawytscha, kisutch, masou, rhodurus), Atlantic (Salmo salar) and Danube (Hucho hucho), includes fillets, but excludes edible fish offal",Import,448625,28035.476,Weight in kilograms,28035.476
China,2016,"Fish; smoked, whether or not cooked before or during smoking, herrings (Clupea harengus, Clupea pallasii), includes fillets, but excludes edible fish offal",Import,2091,561.99,Weight in kilograms,561.99
China,2016,"Fish; smoked, whether or not cooked before or during smoking, trout (Salmo trutta, Oncorhynchus mykiss/clarki/aguabonita/gilae/apache/chrysogaster), includes fillets, but excludes edible fish offal",Export,9462678,703314.752,Weight in kilograms,703314.752
China,2016,"Fish; smoked, whether or not cooked before or during smoking, trout (Salmo trutta, Oncorhynchus mykiss/clarki/aguabonita/gilae/apache/chrysogaster), includes fillets, but excludes edible fish offal",Import,374522,28822.883,Weight in kilograms,28822.883
China,2016,"Fish; smoked, whether or not cooked before or during smoking, n.e.c. in item no. 0305.4, includes fillets, but excludes edible fish offal",Export,13936129,2243824.589,Weight in kilograms,2243824.589
China,2016,"Fish; smoked, whether or not cooked before or during smoking, n.e.c. in item no. 0305.4, includes fillets, but excludes edible fish offal",Import,457238,62032.791,Weight in kilograms,62032.791
China,2016,"Fish; dried, whether or not salted but not smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",Export,18039465,2398772.988,Weight in kilograms,2398772.988
China,2016,"Fish; dried, whether or not salted but not smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",Import,249323,,Weight in kilograms,37193.514
China,2016,"Fish; dried, whether or not salted but not smoked, other than edible fish offal, n.e.c. in item no. 0305.5",Export,135950905,28387660.52,Weight in kilograms,28387660.52
China,2016,"Fish; dried, whether or not salted but not smoked, other than edible fish offal, n.e.c. in item no. 0305.5",Import,11509203,2122811.921,Weight in kilograms,2122811.921
China,2016,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, herrings (Clupea harengas, Clupea pallasii)",Import,3908,,Weight in kilograms,1699.333
China,2016,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",Export,10058971,1858826.139,Weight in kilograms,1858826.139
China,2016,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",Import,986067,187000.191,Weight in kilograms,187000.191
China,2016,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, anchovies (Engrails spp.)",Export,141990,41107.791,Weight in kilograms,41107.791
China,2016,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, anchovies (Engrails spp.)",Import,894432,218734.552,Weight in kilograms,218734.552
China,2016,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, tilapias, catfish, carp, eels, Nile perch, and snakeheads",Import,502563,,Weight in kilograms,247985.968
China,2016,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, n.e.c. in item no. 0305.6",Export,20362982,5897110.48,Weight in kilograms,5897110.48
China,2016,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, n.e.c. in item no. 0305.6",Import,506826,138420.705,Weight in kilograms,138420.705
China,2016,"Fish; edible offal, shark fins",Export,8962191,407322.664,Weight in kilograms,407322.664
China,2016,"Fish; edible offal, shark fins",Import,114822,2968.91,Weight in kilograms,2968.91
China,2016,"Fish; edible offal, fish heads, tails and maws",Export,6110613,,Weight in kilograms,313893.649
China,2016,"Fish; edible offal, fish heads, tails and maws",Import,80092,,Weight in kilograms,3365.594
China,2016,"Fish; edible offal, other than shark fins, fish heads, tails and maws",Export,2571650,1154268.331,Weight in kilograms,1154268.331
China,2016,"Fish; edible offal, other than shark fins, fish heads, tails and maws",Import,45611,,Weight in kilograms,9467.35
China,2016,"Crustaceans; frozen, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Export,2072679,93362.235,Weight in kilograms,93362.235
China,2016,"Crustaceans; frozen, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Import,20856505,886203.863,Weight in kilograms,886203.863
China,2016,"Crustaceans; frozen, lobsters (Homarus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Export,879157,50306.813,Weight in kilograms,50306.813
China,2016,"Crustaceans; frozen, lobsters (Homarus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Import,17026358,827889.766,Weight in kilograms,827889.766
China,2016,"Crustaceans; frozen, crabs, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Export,336786494,39254227.14,Weight in kilograms,39254227.14
China,2016,"Crustaceans; frozen, crabs, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Import,215212811,20934381.06,Weight in kilograms,20934381.06
China,2016,"Crustaceans; frozen, Norway lobsters (Nephrops norvegicus), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Export,4702354,361024.404,Weight in kilograms,361024.404
China,2016,"Crustaceans; frozen, Norway lobsters (Nephrops norvegicus), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Import,3988852,324319.977,Weight in kilograms,324319.977
China,2016,"Crustaceans; frozen, cold-water shrimps and prawns (Pandalus spp., Crangon crangon), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Export,54880404,8350193.158,Weight in kilograms,8350193.158
China,2016,"Crustaceans; frozen, cold-water shrimps and prawns (Pandalus spp., Crangon crangon), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Import,208458854,24450989.11,Weight in kilograms,24450989.11
